,title,link,id,stars,score,date
848,Penny Papers Adventures (NL),https://www.youtube.com/watch?v=2lAsIcpsWCA,2lAsIcpsWCA,,7.0,2018-06-06
849,Saboteur: De Verloren Mijnen (NL),https://www.youtube.com/watch?v=BDZEpkSmckY,BDZEpkSmckY,,7.0,2018-05-11
850,Zoomaka (NL),https://www.youtube.com/watch?v=1gw82KJPdcA,1gw82KJPdcA,,7.0,2018-05-09
851,Seikatsu (NL),https://www.youtube.com/watch?v=KKprQz_JW_w,KKprQz_JW_w,,7.0,2018-05-03
852,SiegeStorm (NL),https://www.youtube.com/watch?v=FHYMDhITq9Y,FHYMDhITq9Y,,7.0,2018-04-26
853,Baby Cruise (NL),https://www.youtube.com/watch?v=ZpyzxdRQbTg,ZpyzxdRQbTg,,7.0,2018-04-24
854,Stop Thief! (NL),https://www.youtube.com/watch?v=uQ4MOrbgq-4,uQ4MOrbgq-4,,7.0,2018-04-23
855,Castle Madness (NL),https://www.youtube.com/watch?v=4As8LDyez_M,4As8LDyez_M,,7.0,2018-03-05
856,Argo (NL),https://www.youtube.com/watch?v=VC4M4brlZuk,VC4M4brlZuk,,7.0,2018-02-28
857,Altiplano (NL),https://www.youtube.com/watch?v=wucaiC0TG_M,wucaiC0TG_M,,7.0,2018-02-25
858,The Epic Story of Blank & Blank (NL),https://www.youtube.com/watch?v=JpI74wkCM28,JpI74wkCM28,,7.0,2018-02-12
859,Krosmaster Junior (NL) - Spellenzolder Welpjes,https://www.youtube.com/watch?v=st_fNwmCLVM,st_fNwmCLVM,,7.0,2018-02-07
860,Halloween (NL),https://www.youtube.com/watch?v=nVR5lG13U5o,nVR5lG13U5o,,7.0,2018-02-02
861,Wat is er te doen op Zomerspel 2017?,https://www.youtube.com/watch?v=cmzAdpzhtTs,cmzAdpzhtTs,,7.0,2017-12-06
862,De 2-Speler Top 5 van Nox' Spellenzolder - 2016,https://www.youtube.com/watch?v=u_cdFAHc4iM,u_cdFAHc4iM,,7.0,2016-11-26
863,Rococo (NL),https://www.youtube.com/watch?v=11KEWp94jqg,11KEWp94jqg,,7.0,2014-11-09
864,Mondo (NL),https://www.youtube.com/watch?v=V12xVpCN6Fo,V12xVpCN6Fo,,7.0,2014-10-09
865,Shipyard (NL),https://www.youtube.com/watch?v=6HswGjAzBpw,6HswGjAzBpw,,7.0,2014-10-04
866,Seasons (NL),https://www.youtube.com/watch?v=ZGIkx29Mn64,ZGIkx29Mn64,,7.0,2014-10-03
867,Vasco da Gama (NL),https://www.youtube.com/watch?v=iC1dQ3R_ArM,iC1dQ3R_ArM,,7.0,2014-09-04
868,Dominare (NL),https://www.youtube.com/watch?v=BuVMKQcRBP4,BuVMKQcRBP4,,7.0,2014-08-20
869,Coal Baron (NL),https://www.youtube.com/watch?v=oM2D8C794bE,oM2D8C794bE,,7.0,2014-08-17
870,Conquest of Planet Earth (NL),https://www.youtube.com/watch?v=-5syOCIe3Jk,-5syOCIe3Jk,,7.0,2014-08-09
871,Francis Drake (NL),https://www.youtube.com/watch?v=35VhwX1YGOU,35VhwX1YGOU,,7.0,2014-08-08
872,Room 25 (NL),https://www.youtube.com/watch?v=sVM3PPy2-dw,sVM3PPy2-dw,,7.0,2014-07-07
873,Among the Stars (NL),https://www.youtube.com/watch?v=ROrFclQZ898,ROrFclQZ898,,7.0,2014-07-07
874,Troyes (NL),https://www.youtube.com/watch?v=bMSj8V68O6M,bMSj8V68O6M,,7.0,2014-07-05
875,Countdown - Special Ops (NL),https://www.youtube.com/watch?v=nzu_tf1T43o,nzu_tf1T43o,,7.0,2014-07-03
876,Gunship - First Strike (NL),https://www.youtube.com/watch?v=3W0C-OsMdlo,3W0C-OsMdlo,,7.0,2014-06-24
877,Zombicide (NL),https://www.youtube.com/watch?v=BryC089EtFQ,BryC089EtFQ,,7.0,2014-05-28
878,Archipelago (NL),https://www.youtube.com/watch?v=1RELnE6hKhI,1RELnE6hKhI,,7.0,2014-05-18
879,De Paleizen van Carrara (NL),https://www.youtube.com/watch?v=g0IVsJQ8osU,g0IVsJQ8osU,,7.0,2014-05-07
880,Smash Up - The First 2 Expansions (NL),https://www.youtube.com/watch?v=4LrNbNsBxTE,4LrNbNsBxTE,,7.0,2014-05-03
881,Witch of Salem (NL),https://www.youtube.com/watch?v=DCK_057kSEY,DCK_057kSEY,,7.0,2014-04-22
882,Mice and Mystics (NL),https://www.youtube.com/watch?v=x8BpNrP8-rw,x8BpNrP8-rw,,7.0,2014-04-21
883,Aquileia (NL),https://www.youtube.com/watch?v=RvUqRPkaLYg,RvUqRPkaLYg,,7.0,2014-04-20
884,Summoner Wars (NL),https://www.youtube.com/watch?v=ifO52IxAXd0,ifO52IxAXd0,,7.0,2014-04-14
885,Mascarade (NL),https://www.youtube.com/watch?v=bNb7sUtDh7k,bNb7sUtDh7k,,7.0,2014-04-08
886,Atlantis Rising (NL),https://www.youtube.com/watch?v=EinWNf7ONVQ,EinWNf7ONVQ,,7.0,2014-03-18
887,Relic (NL),https://www.youtube.com/watch?v=iwN-dJZ2KkU,iwN-dJZ2KkU,,7.0,2014-02-17
888,Infiltration (NL),https://www.youtube.com/watch?v=6kPGncGgl9k,6kPGncGgl9k,,7.0,2014-02-13
889,Snowdonia (NL),https://www.youtube.com/watch?v=AjDBLZ8SLqs,AjDBLZ8SLqs,,7.0,2014-02-09
890,D-Day Dice (NL),https://www.youtube.com/watch?v=3hWeMGMaiZI,3hWeMGMaiZI,,7.0,2014-01-30
891,Once Upon a Time (NL),https://www.youtube.com/watch?v=9_LSGuokiZc,9_LSGuokiZc,,7.0,2014-01-28
892,Targi (NL),https://www.youtube.com/watch?v=okIT40avOHs,okIT40avOHs,,7.0,2014-01-17
893,Fabrieksmanager (NL),https://www.youtube.com/watch?v=6Q8KJ1zHpks,6Q8KJ1zHpks,,7.0,2014-01-09
894,Hanzesteden (NL),https://www.youtube.com/watch?v=2s2u0dFj-CA,2s2u0dFj-CA,,7.0,2013-12-02
895,Battleship Galaxies: The Saturn Offensive (NL),https://www.youtube.com/watch?v=TLj9vB-aiaE,TLj9vB-aiaE,,7.0,2013-11-07
896,Primary Moves (NL),https://www.youtube.com/watch?v=7vjxgbkMABU,7vjxgbkMABU,,7.0,2013-11-04
897,Inca Empire (NL),https://www.youtube.com/watch?v=Bj5GphfFGs0,Bj5GphfFGs0,,7.0,2013-10-04
898,Finca (NL),https://www.youtube.com/watch?v=z8RucESUGGo,z8RucESUGGo,,7.0,2013-09-01
899,Demetra (NL),https://www.youtube.com/watch?v=EqhvZN5S4tk,EqhvZN5S4tk,,7.0,2013-08-20
900,Merchant of Venus (NL) - Deel 2 / 2,https://www.youtube.com/watch?v=co9FAeuFdyE,co9FAeuFdyE,,7.0,2013-08-04
901,Cash 'n Guns (NL),https://www.youtube.com/watch?v=uen-g9JbAak,uen-g9JbAak,,7.0,2013-07-11
902,Star Wars - LCG (NL),https://www.youtube.com/watch?v=2kJiUEbPu8I,2kJiUEbPu8I,,7.0,2013-07-11
903,Zèrtz (NL),https://www.youtube.com/watch?v=O0U3dVplZg4,O0U3dVplZg4,,7.0,2013-07-01
904,Bora Bora (NL),https://www.youtube.com/watch?v=hWLe0xn5KRI,hWLe0xn5KRI,,7.0,2013-06-15
905,In de Ban van de Ring - De Strijd (NL),https://www.youtube.com/watch?v=OSHlpe0rcHY,OSHlpe0rcHY,,7.0,2013-05-31
906,Locke & Key (NL),https://www.youtube.com/watch?v=IAREqs-wlfM,IAREqs-wlfM,,7.0,2013-05-02
907,The Adventurers - The Pyramid of Horus (NL),https://www.youtube.com/watch?v=YQsv1V6ZiSc,YQsv1V6ZiSc,,7.0,2013-05-01
908,In Naam van de Koning (NL),https://www.youtube.com/watch?v=MtjrKiYpcno,MtjrKiYpcno,,7.0,2013-04-25
909,Invaders (NL),https://www.youtube.com/watch?v=ou2Ke7wy0Iw,ou2Ke7wy0Iw,,7.0,2013-04-11
910,Senji (NL),https://www.youtube.com/watch?v=Xvv0gqmBCxY,Xvv0gqmBCxY,,7.0,2013-03-19
911,Revolution (NL),https://www.youtube.com/watch?v=RC4gFAOiAJ0,RC4gFAOiAJ0,,7.0,2013-03-16
912,Dungeon Run (NL),https://www.youtube.com/watch?v=nXmOWQa6gYU,nXmOWQa6gYU,,7.0,2013-03-01
913,Cities (NL),https://www.youtube.com/watch?v=2euzxJ8NtIE,2euzxJ8NtIE,,7.0,2013-02-15
914,Ortus (NL),https://www.youtube.com/watch?v=5NvQSj1bGx0,5NvQSj1bGx0,,7.0,2013-02-07
915,Felinia (NL),https://www.youtube.com/watch?v=wKMFUjYedoo,wKMFUjYedoo,,7.0,2013-01-14
916,Jungle Ascent (NL),https://www.youtube.com/watch?v=rAecnW9AZWQ,rAecnW9AZWQ,,7.0,2013-01-10
917,Rune Age - Oath and Anvil (NL),https://www.youtube.com/watch?v=gzLbEfjo6ew,gzLbEfjo6ew,,7.0,2013-01-07
918,The Castles of Burgundy (NL),https://www.youtube.com/watch?v=7JAC6FA36zQ,7JAC6FA36zQ,,7.0,2013-01-03
919,Kingsburg (NL),https://www.youtube.com/watch?v=IS51hSVBI-s,IS51hSVBI-s,,7.0,2013-01-03
920,Ticket to Ride - Het Kaartspel (NL),https://www.youtube.com/watch?v=3I9y_80e2Tk,3I9y_80e2Tk,,7.0,2012-09-25
921,Blue Moon City (NL),https://www.youtube.com/watch?v=qDvQuTr5P40,qDvQuTr5P40,,7.0,2012-09-16
922,Formula De (NL),https://www.youtube.com/watch?v=d126Cm7Buf8,d126Cm7Buf8,,7.0,2012-08-05
923,Castle Panic (NL),https://www.youtube.com/watch?v=nK1nfpOb8X0,nK1nfpOb8X0,,7.0,2012-07-30
924,Lorrein (NL),https://www.youtube.com/watch?v=CebZGB6s88c,CebZGB6s88c,,7.0,2012-07-12
925,Rotterdam - Masters of Trade Expansion,https://www.youtube.com/watch?v=5FlJsV0tcv4,5FlJsV0tcv4,,7.0,2012-06-28
926,Khet (NL),https://www.youtube.com/watch?v=Ni4iF1zgqW0,Ni4iF1zgqW0,,7.0,2012-03-30
927,De Koningsburcht (NL),https://www.youtube.com/watch?v=6QUdLE7Az3k,6QUdLE7Az3k,,7.0,2012-03-18
928,Lord of the Rings - Living Card Game (NL),https://www.youtube.com/watch?v=n1lXXA1570g,n1lXXA1570g,,7.0,2012-03-15
929,Gosu (NL),https://www.youtube.com/watch?v=0IbBtb_FuL4,0IbBtb_FuL4,,7.0,2012-03-04
930,Ingenious (NL),https://www.youtube.com/watch?v=lZW_T-Q40ig,lZW_T-Q40ig,,7.0,2012-03-03
931,De Ontembare Stad (NL),https://www.youtube.com/watch?v=CqE1-3rDZZk,CqE1-3rDZZk,,7.0,2012-02-23
932,Keythedral (NL),https://www.youtube.com/watch?v=5vKUWGoBcOE,5vKUWGoBcOE,,7.0,2012-02-12
933,Bizon (NL),https://www.youtube.com/watch?v=5ny7Ueowto8,5ny7Ueowto8,,7.0,2012-02-06
934,Fearsome Floors (NL),https://www.youtube.com/watch?v=XaV6m5hilmU,XaV6m5hilmU,,7.0,2011-12-15
935,The Resistance (NL),https://www.youtube.com/watch?v=y-4iT6Eacrk,y-4iT6Eacrk,,7.0,2011-11-22
936,Ad Astra (NL),https://www.youtube.com/watch?v=Ac45Rh4Lyko,Ac45Rh4Lyko,,7.0,2011-10-27
937,Tempus (NL) - Deel 2 / 2,https://www.youtube.com/watch?v=ZvsytYtIe5I,ZvsytYtIe5I,,7.0,2011-09-22
938,La Citta (NL) - Deel 2 / 2,https://www.youtube.com/watch?v=NGQiHBuWz2w,NGQiHBuWz2w,,7.0,2011-09-13
939,Tsuro (NL),https://www.youtube.com/watch?v=2B44zStQHj8,2B44zStQHj8,,7.0,2011-08-13
940,World of Draghan: O Dodo! (NL),https://www.youtube.com/watch?v=e9ERVPkwGjc,e9ERVPkwGjc,,6.0,2023-07-02
941,Codenames (NL),https://www.youtube.com/watch?v=W6cQgQNTSf0,W6cQgQNTSf0,3.0,6.0,2023-06-01
942,Space Crusade (Starquest) (NL),https://www.youtube.com/watch?v=guWSqKVzHK4,guWSqKVzHK4,,6.0,2023-04-01
943,Azul: Queen's Garden (NL),https://www.youtube.com/watch?v=vWxGRPKxN30,vWxGRPKxN30,,6.0,2023-04-01
944,Bresk! (NL),https://www.youtube.com/watch?v=Eprsu-VVV_I,Eprsu-VVV_I,,6.0,2023-03-20
945,Squid Games (NL),https://www.youtube.com/watch?v=LDwxBIfCuN4,LDwxBIfCuN4,,6.0,2023-03-13
946,Sprinttrein (NL),https://www.youtube.com/watch?v=VMbxF3CLrCc,VMbxF3CLrCc,,6.0,2023-01-30
947,Fireworks (NL),https://www.youtube.com/watch?v=51VsEcAGbUM,51VsEcAGbUM,,6.0,2022-12-21
948,Hidden Leaders: Forgotten Legends (NL),https://www.youtube.com/watch?v=vhA_TXL2O1U,vhA_TXL2O1U,,6.0,2022-11-16
949,Quickity Pickity (NL),https://www.youtube.com/watch?v=PgOh2S1U0tw,PgOh2S1U0tw,,6.0,2022-10-23
950,Rainbow (NL),https://www.youtube.com/watch?v=hXzmRQkYOsQ,hXzmRQkYOsQ,,6.0,2022-10-23
951,Dungeon Hustle (NL),https://www.youtube.com/watch?v=KpooyawVjDA,KpooyawVjDA,,6.0,2022-10-12
952,Unicornus Knights (NL),https://www.youtube.com/watch?v=Ycx_i3L3xY4,Ycx_i3L3xY4,,6.0,2022-08-21
953,Kill the Unicorns (NL),https://www.youtube.com/watch?v=3bpfNdxTPMQ,3bpfNdxTPMQ,,6.0,2022-08-03
954,Bitoku (NL),https://www.youtube.com/watch?v=HiEXH7VQ1WY,HiEXH7VQ1WY,,6.0,2022-07-27
955,Exploding Kittens: Barking Kittens (NL),https://www.youtube.com/watch?v=Eqbfw06GAhM,Eqbfw06GAhM,,6.0,2022-07-26
956,HACK! (NL),https://www.youtube.com/watch?v=RN5vkTVh9XQ,RN5vkTVh9XQ,,6.0,2022-07-17
957,Paper Dungeons (NL),https://www.youtube.com/watch?v=JHY9xwzEy30,JHY9xwzEy30,,6.0,2022-06-05
958,The Rocketeer: Fate of the Future (NL),https://www.youtube.com/watch?v=DK2CrSLJOQE,DK2CrSLJOQE,,6.0,2022-05-29
959,Top 5 : Ondergeschoven spellen met William,https://www.youtube.com/watch?v=Kmvn20nAkMY,Kmvn20nAkMY,,6.0,2022-04-25
960,Dobbel Vouwen (NL),https://www.youtube.com/watch?v=nDIzE59pgws,nDIzE59pgws,,6.0,2022-04-08
961,Maglev Metro (NL),https://www.youtube.com/watch?v=x3HAXTxY60o,x3HAXTxY60o,,6.0,2022-04-01
962,Aquatica (NL),https://www.youtube.com/watch?v=nYLdegKQOzw,nYLdegKQOzw,,6.0,2022-04-01
963,Dark Rituals: Malleus Maleficarum (NL),https://www.youtube.com/watch?v=TZt-yV_bxMU,TZt-yV_bxMU,,6.0,2022-04-01
964,Piepmatz (NL),https://www.youtube.com/watch?v=_axhsjww6lc,_axhsjww6lc,,6.0,2022-04-01
965,TEN (NL),https://www.youtube.com/watch?v=-GXHG0e_KFE,-GXHG0e_KFE,,6.0,2022-03-27
966,Fits (NL),https://www.youtube.com/watch?v=rSaYUOhT2oI,rSaYUOhT2oI,,6.0,2022-03-19
967,Ontwerp jouw eigen Playmat bij Bazaar of Magic,https://www.youtube.com/watch?v=W_ge1YG9TK8,W_ge1YG9TK8,,6.0,2022-03-11
968,Beginnen met Magic Deel 09   Abilities,https://www.youtube.com/watch?v=W59d3Vmbsjw,W59d3Vmbsjw,3.0,6.0,2022-02-27
969,Shit Happens (NL),https://www.youtube.com/watch?v=dbWrjr2H7kg,dbWrjr2H7kg,,6.0,2022-02-23
970,Carcata (NL),https://www.youtube.com/watch?v=10B1XTqq3_s,10B1XTqq3_s,,6.0,2022-02-20
971,Lords of Xidit (NL),https://www.youtube.com/watch?v=lMjVLzrnCWs,lMjVLzrnCWs,,6.0,2022-02-08
972,Ligretto (NL),https://www.youtube.com/watch?v=t1RHWCCaRsA,t1RHWCCaRsA,,6.0,2022-01-23
973,Rising Sun (NL),https://www.youtube.com/watch?v=jJkVuOT3sCo,jJkVuOT3sCo,,6.0,2022-01-22
974,Anubixx (NL),https://www.youtube.com/watch?v=z3U58ZgK5uo,z3U58ZgK5uo,,6.0,2022-01-19
975,Urto (NL),https://www.youtube.com/watch?v=_uZXcgHOF98,_uZXcgHOF98,,6.0,2022-01-17
976,Rock de Bok (NL),https://www.youtube.com/watch?v=KDhNCciDzu4,KDhNCciDzu4,,6.0,2022-01-08
977,Tidal Blade: Heroes of the Reef (NL),https://www.youtube.com/watch?v=f5Hk4u1OV9w,f5Hk4u1OV9w,,6.0,2021-12-21
978,If It Fits (NL),https://www.youtube.com/watch?v=_2DvORvBivA,_2DvORvBivA,,6.0,2021-10-30
979,Coyote (NL),https://www.youtube.com/watch?v=d3R3GMEBvlo,d3R3GMEBvlo,,6.0,2021-10-17
980,Chocolate Factory (NL),https://www.youtube.com/watch?v=fs4U9eK5Hoc,fs4U9eK5Hoc,,6.0,2021-10-16
981,Tavern Trouble (NL),https://www.youtube.com/watch?v=0tE2pl5wc2Y,0tE2pl5wc2Y,,6.0,2021-10-13
982,Bonfire (NL),https://www.youtube.com/watch?v=c1syCNlxjbk,c1syCNlxjbk,,6.0,2021-10-03
983,Confusion (NL),https://www.youtube.com/watch?v=lhtwKXkUOqg,lhtwKXkUOqg,,6.0,2021-09-20
984,Everdell: Pearlbrook (NL),https://www.youtube.com/watch?v=WMWTSgdhfhs,WMWTSgdhfhs,,6.0,2021-09-11
985,Kingdom Rush: Rift in Time (NL),https://www.youtube.com/watch?v=IVvQlO_dBN4,IVvQlO_dBN4,,6.0,2021-09-11
986,Rush Out! (NL),https://www.youtube.com/watch?v=aOHtZj2BizI,aOHtZj2BizI,,6.0,2021-09-10
987,Thunderstone Quest (NL),https://www.youtube.com/watch?v=LH4EaeMMmAc,LH4EaeMMmAc,,6.0,2021-08-22
988,Grand Austria Hotel (NL),https://www.youtube.com/watch?v=NXYYj4Mwkro,NXYYj4Mwkro,,6.0,2021-07-27
989,Gray Eminence (NL),https://www.youtube.com/watch?v=nDXoGeYFyPs,nDXoGeYFyPs,,6.0,2021-07-18
990,Asmodee Digital: Gloomhaven (NL),https://www.youtube.com/watch?v=GPrOufpKhqs,GPrOufpKhqs,,6.0,2021-07-14
991,L.A.M.A.: Het Dobbelspel (NL),https://www.youtube.com/watch?v=LOvlMkXggTI,LOvlMkXggTI,,6.0,2021-07-14
992,Monster Lands (NL),https://www.youtube.com/watch?v=UtIeWxSmW8w,UtIeWxSmW8w,,6.0,2021-07-03
993,"Catapult Kingdoms: Siege, Arteficers Tower & Vikings (NL)",https://www.youtube.com/watch?v=kOekZNazDD8,kOekZNazDD8,,6.0,2021-06-30
994,Escape: Roll & Write (NL),https://www.youtube.com/watch?v=Fgn8sr54cHc,Fgn8sr54cHc,,6.0,2021-06-30
995,"Tea, Scones and Arsenic (NL)",https://www.youtube.com/watch?v=-gYkeeaE4Ms,-gYkeeaE4Ms,,6.0,2021-06-13
996,Royals & Riots (NL),https://www.youtube.com/watch?v=oig7285EDxE,oig7285EDxE,,6.0,2021-06-01
997,Pixel Tactics (NL),https://www.youtube.com/watch?v=TSf9EZKTsLA,TSf9EZKTsLA,,6.0,2021-05-23
998,Space Base (NL),https://www.youtube.com/watch?v=BUySf4SxJxM,BUySf4SxJxM,,6.0,2021-05-23
999,Wonderboek (NL),https://www.youtube.com/watch?v=EYeWINCTw0c,EYeWINCTw0c,,6.0,2021-05-12
1000,This War of Mine (NL),https://www.youtube.com/watch?v=woyfLZ-fmm0,woyfLZ-fmm0,,6.0,2021-04-29
1001,King's Trial (NL),https://www.youtube.com/watch?v=vXDnA2NPZ7Q,vXDnA2NPZ7Q,,6.0,2021-04-25
1002,Bhazum: Ksari (NL),https://www.youtube.com/watch?v=qyPwKNuvX_g,qyPwKNuvX_g,,6.0,2021-04-21
1003,Peaky Blinders: Under New Management (NL),https://www.youtube.com/watch?v=XUnWJq5OjcA,XUnWJq5OjcA,,6.0,2021-04-13
1004,Mariposas (NL),https://www.youtube.com/watch?v=o-PAIcTGe1g,o-PAIcTGe1g,,6.0,2021-03-29
1005,Freshwater Fly (NL),https://www.youtube.com/watch?v=ZoFf8hjevZ0,ZoFf8hjevZ0,,6.0,2021-02-27
1006,Unearth: The Lost Tribe (NL),https://www.youtube.com/watch?v=dVUQb9SV0A8,dVUQb9SV0A8,,6.0,2021-02-16
1007,Chili Dice (NL),https://www.youtube.com/watch?v=RpyPj425mqo,RpyPj425mqo,,6.0,2021-02-15
1008,Nomads (NL),https://www.youtube.com/watch?v=PYcrOcQ9YMg,PYcrOcQ9YMg,,6.0,2021-02-15
1009,Wizard: Het Dobbelspel (NL),https://www.youtube.com/watch?v=Ie7ygqjPNZ8,Ie7ygqjPNZ8,,6.0,2021-02-14
1010,Elerion: Het Bordspel - Helmhaven & Kerkers,https://www.youtube.com/watch?v=e3n-mOecYo8,e3n-mOecYo8,,6.0,2021-02-06
1011,De Reuzendans (NL),https://www.youtube.com/watch?v=g7KArcpgokg,g7KArcpgokg,,6.0,2021-02-05
1012,Seven Bridges (NL),https://www.youtube.com/watch?v=MmSDVl8MWGA,MmSDVl8MWGA,,6.0,2021-01-30
1013,Ankh'Or (NL),https://www.youtube.com/watch?v=G-zP74Mp6U0,G-zP74Mp6U0,,6.0,2021-01-29
1014,Tainted Grail (NL),https://www.youtube.com/watch?v=-L8PHXebYog,-L8PHXebYog,,6.0,2021-01-05
1015,Oh Captain! (NL),https://www.youtube.com/watch?v=0k5jcr925h4,0k5jcr925h4,,6.0,2021-01-02
1016,Lose your In Laws (NL),https://www.youtube.com/watch?v=0z1KTPLLvhs,0z1KTPLLvhs,,6.0,2020-12-19
1017,Lyttle Wood (NL),https://www.youtube.com/watch?v=pZuLe1fRWkE,pZuLe1fRWkE,,6.0,2020-12-19
1018,Hot Potato! (NL),https://www.youtube.com/watch?v=binRbbUsZlY,binRbbUsZlY,,6.0,2020-10-23
1019,Nox speelt... Pendulum,https://www.youtube.com/watch?v=imTSMifYOcY,imTSMifYOcY,,6.0,2020-10-23
1020,De Nederlandse Spellenprijs: Experts Nominatie 2020 - Teotihuacan,https://www.youtube.com/watch?v=NIMrO1N_YNk,NIMrO1N_YNk,,6.0,2020-10-16
1021,Throw Throw Burrito (NL),https://www.youtube.com/watch?v=B1mPFXEZfrk,B1mPFXEZfrk,,6.0,2020-10-12
1022,Age of Towers (NL),https://www.youtube.com/watch?v=azR8LAH6F1U,azR8LAH6F1U,,6.0,2020-09-28
1023,One Deck Dungeon (NL),https://www.youtube.com/watch?v=-kqDz-5Ve-U,-kqDz-5Ve-U,,6.0,2020-09-28
1024,Era: Medieval Age (NL),https://www.youtube.com/watch?v=KRoGV4h2Vuw,KRoGV4h2Vuw,,6.0,2020-09-20
1025,De Schat van Kadora (NL),https://www.youtube.com/watch?v=s5k1lQvgMOo,s5k1lQvgMOo,,6.0,2020-09-12
1026,Santa Fe (NL),https://www.youtube.com/watch?v=swE4qDJex84,swE4qDJex84,,6.0,2020-09-10
1027,Je zult moeten Geven en Nemen (NL),https://www.youtube.com/watch?v=YBsMtoWcMwU,YBsMtoWcMwU,,6.0,2020-09-07
1028,Ramen Ink (NL),https://www.youtube.com/watch?v=7ptiISiT7vY,7ptiISiT7vY,,6.0,2020-08-27
1029,Jamaica (NL),https://www.youtube.com/watch?v=bxOnceAiamA,bxOnceAiamA,,6.0,2020-08-08
1030,KUD Mijnwerkers (NL),https://www.youtube.com/watch?v=n6p37V8Fpts,n6p37V8Fpts,,6.0,2020-08-08
1031,Fallout (NL),https://www.youtube.com/watch?v=esaerIZJSfU,esaerIZJSfU,,6.0,2020-08-02
1032,Adventure by Book: Ridders (NL),https://www.youtube.com/watch?v=q_3MThPc-9c,q_3MThPc-9c,,6.0,2020-07-22
1033,A Night Out: the party game! (NL),https://www.youtube.com/watch?v=yBQfTBfh1sc,yBQfTBfh1sc,,6.0,2020-07-02
1034,Beverbende (NL),https://www.youtube.com/watch?v=fnQPloQgdJ8,fnQPloQgdJ8,,6.0,2020-06-29
1035,Konijnenhokken (NL),https://www.youtube.com/watch?v=JT8u7XFnUw0,JT8u7XFnUw0,,6.0,2020-06-14
1036,Outlaws: Last Man Standing (NL),https://www.youtube.com/watch?v=M_khOG8fFVc,M_khOG8fFVc,,6.0,2020-06-02
1037,Rune Stones (NL),https://www.youtube.com/watch?v=X3TDIGIwKiw,X3TDIGIwKiw,,6.0,2020-05-01
1038,Rise of the Necromancers (NL),https://www.youtube.com/watch?v=iBF4Q_qrKAY,iBF4Q_qrKAY,,6.0,2020-04-19
1039,Ramses II (NL) - Spellenzolder Welpjes,https://www.youtube.com/watch?v=azo45XMlkHQ,azo45XMlkHQ,,6.0,2020-04-16
1040,Trapwords (NL),https://www.youtube.com/watch?v=ZXRkOnxigVY,ZXRkOnxigVY,,6.0,2020-03-31
1041,Sword & Sorcery (NL),https://www.youtube.com/watch?v=PuLNliqFgcA,PuLNliqFgcA,,6.0,2020-03-31
1042,Skyjo (NL),https://www.youtube.com/watch?v=vQ79wQXD9yg,vQ79wQXD9yg,,6.0,2020-03-29
1043,Cities Skylines: The Board Game (NL),https://www.youtube.com/watch?v=byAllC3ONS8,byAllC3ONS8,,6.0,2020-03-14
1044,Parks (NL),https://www.youtube.com/watch?v=Kto5AcK3JEo,Kto5AcK3JEo,,6.0,2020-03-05
1045,Team3 (NL),https://www.youtube.com/watch?v=3bwjGmdG8fs,3bwjGmdG8fs,,6.0,2020-02-25
1046,Bagan: Het Bordspel (NL),https://www.youtube.com/watch?v=Gw8mU4CMVPQ,Gw8mU4CMVPQ,,6.0,2020-01-16
1047,Level 8: Het Kaartspel (NL),https://www.youtube.com/watch?v=daiAXmtzCUc,daiAXmtzCUc,,6.0,2020-01-16
1048,Poule Poule (NL),https://www.youtube.com/watch?v=w9MgxDnJad0,w9MgxDnJad0,,6.0,2020-01-12
1049,You've Got Crabs (NL),https://www.youtube.com/watch?v=NamTBaGRVuo,NamTBaGRVuo,,6.0,2019-11-13
1050,Boogie Beasts (NL),https://www.youtube.com/watch?v=4Yv_YT2Xjic,4Yv_YT2Xjic,,6.0,2019-11-06
1051,Justinianus (NL),https://www.youtube.com/watch?v=UICGrEK-VYk,UICGrEK-VYk,,6.0,2019-10-22
1052,Century: Oosterse Rijkdom (NL),https://www.youtube.com/watch?v=CDG4ZOHE7MM,CDG4ZOHE7MM,,6.0,2019-10-22
1053,Stew (NL),https://www.youtube.com/watch?v=WEKVXaRckbE,WEKVXaRckbE,,6.0,2019-10-20
1054,Brikks (NL),https://www.youtube.com/watch?v=4XcX61dhPHE,4XcX61dhPHE,,6.0,2019-10-04
1055,Nederlandse Spellenprijs Nominatie 2019: Welcome to...,https://www.youtube.com/watch?v=MJvMaFsT0w4,MJvMaFsT0w4,,6.0,2019-09-28
1056,Nederlandse Spellenprijs Nominatie 2019: Clever,https://www.youtube.com/watch?v=Wo5FlHopsvE,Wo5FlHopsvE,,6.0,2019-09-28
1057,Lucky's Misadventures (NL),https://www.youtube.com/watch?v=6dU3IIjOMzA,6dU3IIjOMzA,,6.0,2019-09-06
1058,City of Zombies (NL),https://www.youtube.com/watch?v=jkzumzyFgoY,jkzumzyFgoY,,6.0,2019-09-02
1059,Secrets of the Lost Tomb (NL),https://www.youtube.com/watch?v=4V5fdLmXFaw,4V5fdLmXFaw,,6.0,2019-08-24
1060,Gingerbread House (NL),https://www.youtube.com/watch?v=uLxx8O51nrU,uLxx8O51nrU,,6.0,2019-08-17
1061,Commotie in het Museum (NL),https://www.youtube.com/watch?v=m-e5gPUFj2I,m-e5gPUFj2I,,6.0,2019-07-24
