title;link;id;stars;score;date
Mainports (NL);https://www.youtube.com/watch?v=N5nQp_uLNl4;N5nQp_uLNl4;;4;06-01-2021
Via Magica (NL);https://www.youtube.com/watch?v=XesQX0asSDU;XesQX0asSDU;;7;06-01-2021
Horizon Zero Dawn: The Board Game (NL);https://www.youtube.com/watch?v=FFG1BfvgQTU;FFG1BfvgQTU;;4;06-01-2021
Paranormale Detectives (NL);https://www.youtube.com/watch?v=CGYtEsAuaVA;CGYtEsAuaVA;;7;06-01-2021
Royals & Riots (NL);https://www.youtube.com/watch?v=oig7285EDxE;oig7285EDxE;;6;06-01-2021
My Little Pony Ogen & Dicht (NL);https://www.youtube.com/watch?v=KQDhnCLGSIY;KQDhnCLGSIY;;;04-01-2021
Through the Ages: New Leaders and Wonders (NL);https://www.youtube.com/watch?v=8YhakXU9l8o;8YhakXU9l8o;;8;04-01-2021
"Through the Ages ""Old vs New"" (NL)";https://www.youtube.com/watch?v=-On2oOxLUbE;-On2oOxLUbE;;;04-01-2021
Wingspan: Uitbreiding Oceanië (NL);https://www.youtube.com/watch?v=KxRBgGKbyS0;KxRBgGKbyS0;;8;04-01-2021
Ethnos (NL);https://www.youtube.com/watch?v=kyVY_ugJkz8;kyVY_ugJkz8;;7;04-01-2021
NoxBox Mystery Delivered (NL);https://www.youtube.com/watch?v=Op6POmBMBZ0;Op6POmBMBZ0;;7;31-12-2020
The King's Dilemma (NL);https://www.youtube.com/watch?v=M4aCrpRUjdQ;M4aCrpRUjdQ;;8;31-12-2020
Tussie Mussie (NL);https://www.youtube.com/watch?v=5VEBTn1E6Uk;5VEBTn1E6Uk;;7;31-12-2020
5211 (NL);https://www.youtube.com/watch?v=9uvMwlRGVv8;9uvMwlRGVv8;;2;30-12-2020
Kami (NL);https://www.youtube.com/watch?v=A7p9TA_xv3E;A7p9TA_xv3E;;7;29-12-2020
A Tale of Pirates (NL);https://www.youtube.com/watch?v=HwcGz1TO99Y;HwcGz1TO99Y;;8;26-12-2020
De Veilingmeesters van Amsterdam (NL);https://www.youtube.com/watch?v=xnuhUv6qe6M;xnuhUv6qe6M;;7;23-12-2020
Evolution: The Video Game (NL);https://www.youtube.com/watch?v=n_-fnOcUlh8;n_-fnOcUlh8;;7;21-12-2020
Afritoria (NL);https://www.youtube.com/watch?v=g3Zkfxu51GQ;g3Zkfxu51GQ;;7;21-12-2020
Samoa (NL);https://www.youtube.com/watch?v=EsPXQvjgCq0;EsPXQvjgCq0;;8;20-12-2020
Small World of Warcraft (NL);https://www.youtube.com/watch?v=DnFMe5QwPfg;DnFMe5QwPfg;;8;20-12-2020
Paleo (NL);https://www.youtube.com/watch?v=Tz5kGuZmbIU;Tz5kGuZmbIU;;8;20-12-2020
Lose your In Laws (NL);https://www.youtube.com/watch?v=0z1KTPLLvhs;0z1KTPLLvhs;;6;19-12-2020
Lyttle Wood (NL);https://www.youtube.com/watch?v=pZuLe1fRWkE;pZuLe1fRWkE;;6;19-12-2020
Seven Swords (NL);https://www.youtube.com/watch?v=Q2GNvuxnWO4;Q2GNvuxnWO4;;7;19-12-2020
Detective: Season One (NL);https://www.youtube.com/watch?v=UQtu6I2k1Zg;UQtu6I2k1Zg;;8;19-12-2020
Forgotten Waters (NL);https://www.youtube.com/watch?v=NIAW7y_lNY0;NIAW7y_lNY0;2;4;16-12-2020
Skipp (NL);https://www.youtube.com/watch?v=AEGPxLsY5dI;AEGPxLsY5dI;;7;16-12-2020
Dale of Merchants 3 (NL);https://www.youtube.com/watch?v=GGbc605umAg;GGbc605umAg;;8;16-12-2020
Ticket to Ride Europe: 1912 (NL);https://www.youtube.com/watch?v=vPyPuJ2H7_8;vPyPuJ2H7_8;;7;13-12-2020
Throw Throw Burrito (NL);https://www.youtube.com/watch?v=B1mPFXEZfrk;B1mPFXEZfrk;;6;10-12-2020
De Schat van Kadora (NL);https://www.youtube.com/watch?v=s5k1lQvgMOo;s5k1lQvgMOo;;6;09-12-2020
Ghost Adventure (NL) - Spellenzolder Welpjes;https://www.youtube.com/watch?v=5HWiHcsLzVU;5HWiHcsLzVU;;7;09-12-2020
Alhambra: The Dice Game (NL);https://www.youtube.com/watch?v=OpsmVcwwa0w;OpsmVcwwa0w;;;09-12-2020
Chameleon (NL);https://www.youtube.com/watch?v=nMj7__SWf3E;nMj7__SWf3E;;7;06-12-2020
Graaf je Vrij / Dig your way Out (NL);https://www.youtube.com/watch?v=2-RN9eiD65E;2-RN9eiD65E;;8;05-12-2020
Janggi (Koreaans Schaken);https://www.youtube.com/watch?v=lLMpZLbwkhg;lLMpZLbwkhg;;7;02-12-2020
Spicy (NL);https://www.youtube.com/watch?v=Z1520Fq14OM;Z1520Fq14OM;;8;02-12-2020
Bears vs Babies (NL);https://www.youtube.com/watch?v=d9ZNPkYU2Ik;d9ZNPkYU2Ik;;3;02-12-2020
Claim Playmat, Storage Box & Nieuwe Reinforcements (NL);https://www.youtube.com/watch?v=T4A4YF97N1E;T4A4YF97N1E;;;02-12-2020
Poule Poule (NL);https://www.youtube.com/watch?v=w9MgxDnJad0;w9MgxDnJad0;;6;01-12-2020
Bekendmaking Winnaar: Winactie Queen's Kitchen;https://www.youtube.com/watch?v=9LB8v2Q4l7k;9LB8v2Q4l7k;;;01-12-2020
"Special: BiscuitBuilds ""The Compact Boardgame Table""";https://www.youtube.com/watch?v=Nem1W8a03nw;Nem1W8a03nw;;2;29-11-2020
Ta-Ke (NL);https://www.youtube.com/watch?v=7tLva4rb_7k;7tLva4rb_7k;;8;23-11-2020
Welcome to... New Las Vegas (NL);https://www.youtube.com/watch?v=CY3jMDMRF6o;CY3jMDMRF6o;;7;23-11-2020
Nox' Spellenzolder Top 5 2 Spelers van 2020;https://www.youtube.com/watch?v=TIgQPasp_Es;TIgQPasp_Es;;2;19-11-2020
Nox' Spellenzolder Top 10 van 2020;https://www.youtube.com/watch?v=-92blsd2wFg;-92blsd2wFg;;2;17-11-2020
"e-Raptor special: ""Maracaibo Insert""";https://www.youtube.com/watch?v=WQAENod9m1Q;WQAENod9m1Q;;5;15-11-2020
Bargain Quest (NL);https://www.youtube.com/watch?v=9lRUr-WEAR0;9lRUr-WEAR0;;8;15-11-2020
Bloqs (NL);https://www.youtube.com/watch?v=gxGmOkVOudM;gxGmOkVOudM;;7;09-11-2020
Glasgow (NL);https://www.youtube.com/watch?v=IUFNlHFFg5Q;IUFNlHFFg5Q;;8;05-11-2020
Djinn (NL);https://www.youtube.com/watch?v=9pp9-Gid724;9pp9-Gid724;;7;05-11-2020
Detective Club (NL);https://www.youtube.com/watch?v=GvX6aGfvF4M;GvX6aGfvF4M;;8;04-11-2020
The Lost Expedition (NL);https://www.youtube.com/watch?v=-QALSMbpWik;-QALSMbpWik;;8;04-11-2020
Menara (NL);https://www.youtube.com/watch?v=avGyt8llYvY;avGyt8llYvY;;7;04-11-2020
Res Arcana (NL);https://www.youtube.com/watch?v=L2f6N4bwicI;L2f6N4bwicI;;7;03-11-2020
Pocket Detective (NL);https://www.youtube.com/watch?v=-9KkzVB7sBo;-9KkzVB7sBo;;7;03-11-2020
Mission: Red Planet (NL);https://www.youtube.com/watch?v=x3RmUtj5YIE;x3RmUtj5YIE;;8;03-11-2020
Death over the Kingdom (NL);https://www.youtube.com/watch?v=OWwhlHWH124;OWwhlHWH124;;7;02-11-2020
Hellapagos (NL);https://www.youtube.com/watch?v=s1XIZ0nIy4I;s1XIZ0nIy4I;;9;02-11-2020
P'achakuna (NL);https://www.youtube.com/watch?v=ttpaVan3rIc;ttpaVan3rIc;;7;18-10-2020
Mysterium Park (NL);https://www.youtube.com/watch?v=Wgg_QlheXnA;Wgg_QlheXnA;;;02-11-2020
Sons of Faeriell (NL);https://www.youtube.com/watch?v=_xumJqpwtVM;_xumJqpwtVM;;3;19-10-2020
Rossio (NL);https://www.youtube.com/watch?v=N5AhaM0q7p8;N5AhaM0q7p8;;8;25-10-2020
Café (NL);https://www.youtube.com/watch?v=xm_tbF88nhU;xm_tbF88nhU;;7;25-10-2020
Boonanza: Boona Nostra (NL);https://www.youtube.com/watch?v=KZVFOcqKme8;KZVFOcqKme8;;7;24-10-2020
Hot Potato! (NL);https://www.youtube.com/watch?v=binRbbUsZlY;binRbbUsZlY;;6;23-10-2020
Dominion: Avonturen (NL);https://www.youtube.com/watch?v=0Um_6kJvja4;0Um_6kJvja4;;8;23-10-2020
Nox speelt... Pendulum;https://www.youtube.com/watch?v=imTSMifYOcY;imTSMifYOcY;;6;23-10-2020
Skibe (NL);https://www.youtube.com/watch?v=pbU4fBlLRdA;pbU4fBlLRdA;;7;18-10-2020
De Nederlandse Spellenprijs: Experts Nominatie 2020 - Teotihuacan;https://www.youtube.com/watch?v=NIMrO1N_YNk;NIMrO1N_YNk;;6;16-10-2020
De Nederlandse Spellenprijs: Experts Nominatie 2020 - Crown of Emara;https://www.youtube.com/watch?v=bCZtp-dWcYw;bCZtp-dWcYw;;2;16-10-2020
De Nederlandse Spellenprijs: Experts Nominatie 2020 - Architecten van het Westelijk Koninkrijk;https://www.youtube.com/watch?v=gaxoy0AW6gE;gaxoy0AW6gE;;8;16-10-2020
De Nederlandse Spellenprijs: Kenners Nominatie 2020 - De Taveernen van de Oude Stad;https://www.youtube.com/watch?v=9Q33lpnHtzc;9Q33lpnHtzc;;8;16-10-2020
De Nederlandse Spellenprijs: Kenners Nominatie 2020 - Tiny Towns;https://www.youtube.com/watch?v=8BUQJprcga0;8BUQJprcga0;;8;16-10-2020
De Nederlandse Spellenprijs: Kenners Nominatie 2020 - De Crew;https://www.youtube.com/watch?v=aMyFVJ-cZAs;aMyFVJ-cZAs;;;16-10-2020
De Nederlandse Spellenprijs: Familie Nominatie 2020 - De Zoektocht naar El Dorado;https://www.youtube.com/watch?v=qNhIDHKDb-Q;qNhIDHKDb-Q;;;16-10-2020
De Nederlandse Spellenprijs: Familie Nominatie 2020 - Point Salad;https://www.youtube.com/watch?v=M2Ejntm10sk;M2Ejntm10sk;;;16-10-2020
De Nederlandse Spellenprijs: Familie Nominatie 2020 - Menara;https://www.youtube.com/watch?v=Y19hq1Ru_0U;Y19hq1Ru_0U;;;16-10-2020
Santa Fe (NL);https://www.youtube.com/watch?v=swE4qDJex84;swE4qDJex84;;6;09-10-2020
Letter Jam (NL);https://www.youtube.com/watch?v=hbcO8ywuul0;hbcO8ywuul0;;;09-10-2020
Pendulum (NL);https://www.youtube.com/watch?v=KjcHG9kmYNc;KjcHG9kmYNc;;7;04-10-2020
UBoot: The Board Game (NL);https://www.youtube.com/watch?v=0wymLwitlXU;0wymLwitlXU;;8;04-10-2020
Dam it! (NL);https://www.youtube.com/watch?v=ffMTjC8X5Wk;ffMTjC8X5Wk;;;03-10-2020
Trismegistus: The Ultimate Formula (NL);https://www.youtube.com/watch?v=E20-xoL8e4g;E20-xoL8e4g;;3;03-10-2020
The Warp (NL);https://www.youtube.com/watch?v=DdhLeY8j5Cs;DdhLeY8j5Cs;;8;28-09-2020
Age of Towers (NL);https://www.youtube.com/watch?v=azR8LAH6F1U;azR8LAH6F1U;;6;28-09-2020
One Deck Dungeon (NL);https://www.youtube.com/watch?v=-kqDz-5Ve-U;-kqDz-5Ve-U;;6;28-09-2020
Dynasties Verdeel en Heers (NL);https://www.youtube.com/watch?v=GZ68l0HIPAw;GZ68l0HIPAw;;7;28-09-2020
The Isle of Cats (NL);https://www.youtube.com/watch?v=2uadTl7EiPs;2uadTl7EiPs;;8;28-09-2020
Alice (NL);https://www.youtube.com/watch?v=jDy-N39QhUI;jDy-N39QhUI;;;27-09-2020
Blackout: Hong Kong (NL);https://www.youtube.com/watch?v=OmCOjf9VXKs;OmCOjf9VXKs;;;24-09-2020
Pharaon (NL);https://www.youtube.com/watch?v=euCBX_8JYz4;euCBX_8JYz4;;7;24-09-2020
Drakenstad (NL);https://www.youtube.com/watch?v=7yhhlM69R6M;7yhhlM69R6M;;8;24-09-2020
Nox speelt... Hellapagos;https://www.youtube.com/watch?v=3DYMmATgMFE;3DYMmATgMFE;;5;01-04-2020
5-Minute Mystery (NL);https://www.youtube.com/watch?v=XyDy0reI9LI;XyDy0reI9LI;;9;23-09-2020
Era: Medieval Age (NL);https://www.youtube.com/watch?v=KRoGV4h2Vuw;KRoGV4h2Vuw;;6;20-09-2020
Bugz (NL);https://www.youtube.com/watch?v=0DGNruRUNbI;0DGNruRUNbI;;;14-09-2020
Circus (NL);https://www.youtube.com/watch?v=n31aa1m5Fw8;n31aa1m5Fw8;;7;09-09-2020
Chai (NL);https://www.youtube.com/watch?v=gqnl4J_ItHY;gqnl4J_ItHY;;8;09-09-2020
Fuji Koro (NL);https://www.youtube.com/watch?v=XHIINiZb-Fg;XHIINiZb-Fg;;7;09-09-2020
Newton (NL);https://www.youtube.com/watch?v=76K3yH0D1EM;76K3yH0D1EM;;8;09-09-2020
Catch the Moon (NL);https://www.youtube.com/watch?v=tSUOYoaS144;tSUOYoaS144;;;09-09-2020
Arkans (NL);https://www.youtube.com/watch?v=706SdAV20M4;706SdAV20M4;;7;06-09-2020
Ishtar (NL);https://www.youtube.com/watch?v=aQa4MNK3Ck8;aQa4MNK3Ck8;;7;06-09-2020
Marco Polo II: Op bevel van de Khan (NL);https://www.youtube.com/watch?v=HMIPfbPPErU;HMIPfbPPErU;;8;02-09-2020
Champions of Hara (NL);https://www.youtube.com/watch?v=Hscu7qf-tT0;Hscu7qf-tT0;4;8;02-09-2020
Cahoots (NL);https://www.youtube.com/watch?v=NySq5qsh218;NySq5qsh218;;8;02-09-2020
SOS Dino - Spellenzolder Welpjes (NL);https://www.youtube.com/watch?v=kpEDJqx4vbk;kpEDJqx4vbk;;;30-08-2020
It's a Wonderful World (NL);https://www.youtube.com/watch?v=eHmLxN1dxpk;eHmLxN1dxpk;;9;28-08-2020
Project: ELITE (NL);https://www.youtube.com/watch?v=xvN1OCABpF4;xvN1OCABpF4;;7;28-08-2020
Ramen Ink (NL);https://www.youtube.com/watch?v=7ptiISiT7vY;7ptiISiT7vY;;6;27-08-2020
Detective: L.A. Crimes & Dig Deeper (NL);https://www.youtube.com/watch?v=Dw6IVfFFhJs;Dw6IVfFFhJs;;9;27-08-2020
Cryptid (NL);https://www.youtube.com/watch?v=87QMQMu06hg;87QMQMu06hg;;7;27-08-2020
Azul: Zomerpaviljoen (NL);https://www.youtube.com/watch?v=Q5_0Vydh0uU;Q5_0Vydh0uU;;8;27-08-2020
Pappy Winchester (NL);https://www.youtube.com/watch?v=zQQYaXzPoGg;zQQYaXzPoGg;;8;26-08-2020
Karuba: The Card Game (NL);https://www.youtube.com/watch?v=Gq0oeKqtzeo;Gq0oeKqtzeo;;7;26-08-2020
e-Raptor Special: Tainted Grail UV Insert;https://www.youtube.com/watch?v=uouFFZyvM-M;uouFFZyvM-M;;8;26-08-2020
Century: Een Nieuwe Wereld (NL);https://www.youtube.com/watch?v=8v3F59ppCHw;8v3F59ppCHw;;;24-08-2020
1000 Bommen & Granaten (NL);https://www.youtube.com/watch?v=03zkyqandBo;03zkyqandBo;;8;24-08-2020
Dragomino - Spellenzolder Welpjes (NL);https://www.youtube.com/watch?v=ir7ZZ_JU0Gk;ir7ZZ_JU0Gk;;7;18-08-2020
Parijs: De Lichtstad (NL);https://www.youtube.com/watch?v=kEQS5Rg9hKY;kEQS5Rg9hKY;;8;18-08-2020
Volfyirion (NL);https://www.youtube.com/watch?v=8o1Z_n0oHtw;8o1Z_n0oHtw;;2;16-08-2020
CityGoose: Dossier Flikken Utrecht;https://www.youtube.com/watch?v=5wg0vKd-CVM;5wg0vKd-CVM;;8;16-08-2020
Ticket to Ride: Amsterdam (NL);https://www.youtube.com/watch?v=e76_cn1P8EM;e76_cn1P8EM;;;15-08-2020
De Nederlandse Spellenprijs Top 5 Familie en Top 5 Experts van Rowdy & Nox;https://www.youtube.com/watch?v=mBnaSTcmUho;mBnaSTcmUho;;2;13-08-2020
Jamaica (NL);https://www.youtube.com/watch?v=bxOnceAiamA;bxOnceAiamA;;6;08-08-2020
KUD Mijnwerkers (NL);https://www.youtube.com/watch?v=n6p37V8Fpts;n6p37V8Fpts;;6;08-08-2020
Bad Samaritans (NL);https://www.youtube.com/watch?v=W9KAMp8KnNQ;W9KAMp8KnNQ;;7;06-08-2020
Special e-Raptor: Star Wars: Imperial Assault Insert;https://www.youtube.com/watch?v=tft2IkIahQo;tft2IkIahQo;;;06-08-2020
Mansions of Madness: 2nd Edition (NL);https://www.youtube.com/watch?v=Wq_I6eRO4GY;Wq_I6eRO4GY;;8;05-08-2020
Cthulhu: Death may Die (NL);https://www.youtube.com/watch?v=ULdq4zZe4qw;ULdq4zZe4qw;;8;31-07-2020
Adventure by Book: Ridders (NL);https://www.youtube.com/watch?v=q_3MThPc-9c;q_3MThPc-9c;;6;22-07-2020
Aeon's End Legacy (NL);https://www.youtube.com/watch?v=-shqJ9MRJ2A;-shqJ9MRJ2A;;8;22-07-2020
"Special:  e-Raptor ""Terraforming Mars UV Insert""";https://www.youtube.com/watch?v=uEGGG421ru4;uEGGG421ru4;;;22-07-2020
Special: e-Raptor Lord of the Rings: Journeys in Middle earth Insert;https://www.youtube.com/watch?v=vJ2P11Zxe1Q;vJ2P11Zxe1Q;;;22-07-2020
Duck (NL);https://www.youtube.com/watch?v=nUsSNLLSSuU;nUsSNLLSSuU;;;13-07-2020
The Colonists (NL);https://www.youtube.com/watch?v=s3BWPXb_UDE;s3BWPXb_UDE;;4;13-07-2020
Terra Mystica: Scheepvaart en Handel (NL);https://www.youtube.com/watch?v=9YbQPl6aNAM;9YbQPl6aNAM;;8;13-07-2020
Monolith Arena (NL);https://www.youtube.com/watch?v=mv1B-WAgorM;mv1B-WAgorM;;7;12-07-2020
The King's Guild (NL);https://www.youtube.com/watch?v=L3MtatS5Qik;L3MtatS5Qik;;;11-07-2020
Je zult moeten Geven en Nemen (NL);https://www.youtube.com/watch?v=YBsMtoWcMwU;YBsMtoWcMwU;;6;09-07-2020
Underwater Cities (NL);https://www.youtube.com/watch?v=Eg8rDluXlNU;Eg8rDluXlNU;;5;09-07-2020
Words Up (NL) - Spellenzolder Welpjes;https://www.youtube.com/watch?v=msvEAfTUtaU;msvEAfTUtaU;;7;09-07-2020
Burning Suns NL;https://www.youtube.com/watch?v=Gc49XjO-4U8;Gc49XjO-4U8;;8;08-07-2020
Watergate (NL);https://www.youtube.com/watch?v=kyo18jYahBw;kyo18jYahBw;;8;06-07-2020
A Feast for Odin: The Norwegians (NL);https://www.youtube.com/watch?v=24eXdRYHcg8;24eXdRYHcg8;;8;06-07-2020
Victorian Masterminds (NL);https://www.youtube.com/watch?v=OKvACYtuLwQ;OKvACYtuLwQ;;7;01-07-2020
Descent: Journeys in the Dark (2nd Edition) (NL);https://www.youtube.com/watch?v=e4oIMJBAv4U;e4oIMJBAv4U;;5;30-06-2020
Special: e-raptor Descent 2nd Edition Player Board Organizer;https://www.youtube.com/watch?v=Sgt9sCyEDC4;Sgt9sCyEDC4;;;30-06-2020
De Crew (NL);https://www.youtube.com/watch?v=woJbhpMOOEo;woJbhpMOOEo;;9;30-06-2020
Schotten Totten: Tactiek kaarten (NL);https://www.youtube.com/watch?v=gWhdpmQwrmg;gWhdpmQwrmg;;;30-06-2020
Dark Moon (NL);https://www.youtube.com/watch?v=qND0e3jbdCk;qND0e3jbdCk;;7;29-06-2020
Calavera (NL);https://www.youtube.com/watch?v=31bPoP87JOE;31bPoP87JOE;;8;29-06-2020
Beverbende (NL);https://www.youtube.com/watch?v=fnQPloQgdJ8;fnQPloQgdJ8;;6;29-06-2020
Special – e-raptor “Brass: Birmingham Insert”;https://www.youtube.com/watch?v=EAiiENhXXI4;EAiiENhXXI4;;;21-06-2020
Brass: Birmingham (NL);https://www.youtube.com/watch?v=9vn1b_WrEfg;9vn1b_WrEfg;;8;15-06-2020
Peppers of the Caribbean (NL);https://www.youtube.com/watch?v=2ce42AtzuWs;2ce42AtzuWs;;;15-06-2020
Konijnenhokken (NL);https://www.youtube.com/watch?v=JT8u7XFnUw0;JT8u7XFnUw0;;6;14-06-2020
Special – e-raptor “Steam Punk Furnace Dice Tower”;https://www.youtube.com/watch?v=gMRgiY1IAyA;gMRgiY1IAyA;;;14-06-2020
Bang! Het Dobbelspel: Undead or Alive (NL);https://www.youtube.com/watch?v=og5t0qlb4j8;og5t0qlb4j8;;5;14-06-2020
Zona: The Secret of Chernobyl (NL);https://www.youtube.com/watch?v=p5U67XN6Euc;p5U67XN6Euc;;8;07-06-2020
"Special: e-raptor ""Ticket to Ride Insert""";https://www.youtube.com/watch?v=z4xXZ-4U4Fs;z4xXZ-4U4Fs;;;04-06-2020
Bang! Het Dobbelspel: Old Saloon (NL);https://www.youtube.com/watch?v=uzWe-aDA7D0;uzWe-aDA7D0;;7;03-06-2020
Reykholt (NL);https://www.youtube.com/watch?v=GfsqWSkqEnQ;GfsqWSkqEnQ;;7;03-06-2020
The Big Book of Madness: The Vth Element (NL);https://www.youtube.com/watch?v=GPWisyLBKJ0;GPWisyLBKJ0;;7;03-06-2020
"Special: e-Raptor ""Red Explosion Dice Tray""";https://www.youtube.com/watch?v=YugQvTNi5Mc;YugQvTNi5Mc;;;02-06-2020
Rovers van de Noordzee: Helden uit het Noorden (NL);https://www.youtube.com/watch?v=bbr5_K6fTqg;bbr5_K6fTqg;;8;02-06-2020
Nox speelt... De Crew;https://www.youtube.com/watch?v=cJpcqOQrCeQ;cJpcqOQrCeQ;;9;25-03-2020
Architecten van het Westelijk Koninkrijk (NL);https://www.youtube.com/watch?v=IpoDP_4p0v4;IpoDP_4p0v4;;8;24-05-2020
Jaws (NL);https://www.youtube.com/watch?v=ooRCMTHk8eU;ooRCMTHk8eU;;8;20-05-2020
"Special - e- raptor ""De Raptor Dice Tower""";https://www.youtube.com/watch?v=U_lSbY0Lwuc;U_lSbY0Lwuc;;8;24-05-2020
Black Angel (NL);https://www.youtube.com/watch?v=jvGamRohjP0;jvGamRohjP0;;7;13-05-2020
Special - Uitleg van Kickstarter.com;https://www.youtube.com/watch?v=rWT-IJzZpho;rWT-IJzZpho;;8;12-05-2020
Nox speelt... De Zoektocht naar El Dorado;https://www.youtube.com/watch?v=Okd1KZPKSCg;Okd1KZPKSCg;;8;25-03-2020
Special: Print and Play spellen;https://www.youtube.com/watch?v=ohgr0tkYFTo;ohgr0tkYFTo;;8;05-05-2020
Doing Laundry (NL);https://www.youtube.com/watch?v=8hOwSSU3YAc;8hOwSSU3YAc;;7;03-05-2020
Parks (NL);https://www.youtube.com/watch?v=Kto5AcK3JEo;Kto5AcK3JEo;;6;03-05-2020
Catan: Kosmonauten (NL);https://www.youtube.com/watch?v=BUK251YSMsk;BUK251YSMsk;;8;29-04-2020
Guards of Atlantis II (NL);https://www.youtube.com/watch?v=SHrXUwttwjc;SHrXUwttwjc;;9;25-04-2020
Giants (NL);https://www.youtube.com/watch?v=k-XaGPpj7h0;k-XaGPpj7h0;;7;27-04-2020
Spirit Island (NL);https://www.youtube.com/watch?v=8Dtt9_wuOkU;8Dtt9_wuOkU;;7;26-04-2020
Dungeonology (NL);https://www.youtube.com/watch?v=5lKAk178qPo;5lKAk178qPo;5;10;26-04-2020
Adventures in Neverland (EN);https://www.youtube.com/watch?v=HLFUuY4FHMU;HLFUuY4FHMU;;;22-04-2020
Last Friday (NL);https://www.youtube.com/watch?v=FqBT1DfynvU;FqBT1DfynvU;;8;24-04-2020
Adventures in Neverland (NL);https://www.youtube.com/watch?v=VAzwtrIwPVc;VAzwtrIwPVc;;8;22-04-2020
Special - Bordspel Accessoires: Bordspel Inserts van e-Raptor;https://www.youtube.com/watch?v=vTEsQ3tZvGk;vTEsQ3tZvGk;;;23-04-2020
Special - Bordspel Accessoires: Opbergboxen van e-Raptor;https://www.youtube.com/watch?v=wqWKTcFXIWk;wqWKTcFXIWk;;;23-04-2020
Special - Bordspel Accessoires: Kaarthouders van e-Raptor;https://www.youtube.com/watch?v=VkF5rFkGb5I;VkF5rFkGb5I;;;23-04-2020
Special - Bordspel Accessoires: Dobbeltorens van e-Raptor;https://www.youtube.com/watch?v=en8v_IvYw5A;en8v_IvYw5A;;;23-04-2020
Taluva ( NL);https://www.youtube.com/watch?v=o-N9PfbAYpI;o-N9PfbAYpI;;7;21-04-2020
Money Maker (NL);https://www.youtube.com/watch?v=gbmpBsQfGDU;gbmpBsQfGDU;;4;21-04-2020
Machi Koro Legacy (NL);https://www.youtube.com/watch?v=YNuk6ig4890;YNuk6ig4890;;8;19-04-2020
Aloha (NL);https://www.youtube.com/watch?v=uV1LSbEb0mY;uV1LSbEb0mY;;;19-04-2020
Rise of the Necromancers (NL);https://www.youtube.com/watch?v=iBF4Q_qrKAY;iBF4Q_qrKAY;;6;19-04-2020
Prêt-à-Porter (NL);https://www.youtube.com/watch?v=k8FUMCieFnk;k8FUMCieFnk;;8;18-04-2020
Steamopolis (NL);https://www.youtube.com/watch?v=RLgNXJ1HNng;RLgNXJ1HNng;;8;18-04-2020
Counter Attack (NL);https://www.youtube.com/watch?v=WuUl53AUTRg;WuUl53AUTRg;;7;17-04-2020
Ramses II (NL) - Spellenzolder Welpjes;https://www.youtube.com/watch?v=azo45XMlkHQ;azo45XMlkHQ;;6;16-04-2020
Nox' Spellenzolder Top 50 Aller Tijden - Deel 5 (10 t/m 1);https://www.youtube.com/watch?v=vkhpJREU6BM;vkhpJREU6BM;;2;14-04-2020
Nox' Spellenzolder Top 50 Aller Tijden - Deel 4 (20 t/m 11);https://www.youtube.com/watch?v=rllrm5ajIjA;rllrm5ajIjA;;10;14-04-2020
Nox' Spellenzolder Top 50 Aller Tijden - Deel 3 (30 t/m 21);https://www.youtube.com/watch?v=ZphNlyUC7WY;ZphNlyUC7WY;4;8;13-04-2020
Carnival of Monsters (NL);https://www.youtube.com/watch?v=CIFidKdb47o;CIFidKdb47o;;8;13-04-2020
Nox' Spellenzolder Top 50 Aller Tijden - Deel 2 (40 t/m 31);https://www.youtube.com/watch?v=kZ6hZrCP-E4;kZ6hZrCP-E4;;3;12-04-2020
Nox' Spellenzolder Top 50 Aller Tijden -  Deel 1 (50 t/m 41);https://www.youtube.com/watch?v=Cu7ODqEXxTA;Cu7ODqEXxTA;;5;10-04-2020
Tharsis voor PC (NL);https://www.youtube.com/watch?v=5VTtUNjm23E;5VTtUNjm23E;;7;08-04-2020
Dungeon Drop (NL);https://www.youtube.com/watch?v=I9edBKfgFx8;I9edBKfgFx8;;7;06-04-2020
Obscurio (NL);https://www.youtube.com/watch?v=70J7I5zwOv4;70J7I5zwOv4;;8;01-04-2020
Trapwords (NL);https://www.youtube.com/watch?v=ZXRkOnxigVY;ZXRkOnxigVY;;6;31-03-2020
Sword & Sorcery (NL);https://www.youtube.com/watch?v=PuLNliqFgcA;PuLNliqFgcA;;6;31-03-2020
Imperial Settlers: Roll & Write (NL);https://www.youtube.com/watch?v=w2N1ynHjTFI;w2N1ynHjTFI;;8;29-03-2020
Skyjo (NL);https://www.youtube.com/watch?v=vQ79wQXD9yg;vQ79wQXD9yg;;6;29-03-2020
Similo: Sprookjes (NL);https://www.youtube.com/watch?v=PbcRa0iT5B0;PbcRa0iT5B0;;7;29-03-2020
Chicago 1875: City of the Big Shoulders (NL);https://www.youtube.com/watch?v=ZYZXI1miw0E;ZYZXI1miw0E;5;10;28-03-2020
Tiny Towns (NL);https://www.youtube.com/watch?v=VLVZJRvi1a8;VLVZJRvi1a8;;;28-03-2020
Nox' Spellenzolder & Lucky Bastard presenter hun Top 10 Quarantine;https://www.youtube.com/watch?v=uuaG6CewG3Y;uuaG6CewG3Y;;3;26-03-2020
Coralia (NL);https://www.youtube.com/watch?v=CCYxTwLSQAI;CCYxTwLSQAI;;7;25-03-2020
